Email,Address,Avatar,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
thardy@perry.com,"39209 Cooper Neck Apt. 541
Tylermouth, ME 94450",SeaGreen,33.218451775575836,10.946535759594905,34.58711746319502,2.862433078495938,422.5660967765998
baldwinbryan@estrada-silva.biz,"1470 Kathleen Pass
South Christopherberg, SD 22850",MediumSeaGreen,33.327124681597375,12.323676793191481,38.779405548761545,3.838272148472016,529.3660949198156
micheleblanchard@lopez-greene.com,"555 Hunt Track Suite 307
South Kristi, PA 73709",SlateGray,32.21791806142539,10.587232295930903,37.36464065453347,4.465967649120914,471.20324406269776
vcoleman@yahoo.com,"7761 Hughes Curve Apt. 880
Rodriguezberg, MN 96206-5317",SkyBlue,33.8957509162419,12.501197008904429,38.009925638939286,4.671521972326929,620.2404009496671
kennethperry@bowen.org,"272 Frederick Lodge
East Andrew, FL 07414",SlateGray,32.50814626414119,11.516240284109932,36.58487570185633,2.9976070792515954,420.9349935553207
pmercado@rodriguez.com,"811 Maria Run
Sanchezville, MI 04953",LightPink,32.68887339688422,12.230438482520556,36.9677726825175,1.8553014785838828,420.45678845691833
erik46@hotmail.com,"20711 Martin Harbors Apt. 582
New Justinborough, AK 40834-2664",LemonChiffon,34.402928855235466,10.57681133797646,36.82766724021,3.392227233925752,477.5257620676965
mitchellscott@gmail.com,"3976 Tom Streets Suite 438
Port Davidtown, AL 55334-2369",DarkOrange,32.777486375660274,10.907029579352201,37.62211057066953,4.059043373715643,471.443197550776
blakekent@smith-pena.com,"3933 Brooke Point
Johnsonburgh, DE 22659-3488",Crimson,33.628607146615586,10.008462644446647,37.36758155466776,3.242265406687325,414.1129885344243
richard35@hale-duncan.net,"33940 Craig Throughway Apt. 334
Martinview, IL 62015-0314",GhostWhite,31.36332303465678,12.87197342574938,37.82878556097368,3.4087883935371774,482.5234247304906
djohnson@hotmail.com,"5358 Stephen Parkway Suite 894
Kimview, MN 17436-4528",Coral,32.15805060239054,13.296609618482709,36.83317170777987,4.979051888504721,618.0580838850698
rchambers@hotmail.com,"53964 Weaver Brook Suite 861
Stevensonshire, NY 18128",OliveDrab,33.09370488650008,13.121831836494028,38.33111423035952,4.801531214547995,630.1517175347861
fishermichael@ramos.com,"565 Duarte Keys Suite 293
Traceytown, IN 17797",LimeGreen,34.47659193743947,10.934460659602415,35.82115679115001,3.2312068470677007,459.35115381801353
zmalone@yahoo.com,"PSC 6717, Box 7673
APO AE 66950-0088",Moccasin,34.62371939055032,12.763913912948231,36.728824898229526,3.2361037390523055,554.9529286253487
ppowell@gmail.com,"74260 Carly Mews Suite 703
Jonesberg, OR 39594",BlueViolet,32.837163873005586,12.105565042700542,36.518288831525204,3.08651240985713,475.9075816554848
steven00@combs.com,"64460 Morris Fords
Gonzalesmouth, MI 40832",RosyBrown,33.509625966105894,12.981522595040808,37.91393479757552,3.286572709088564,544.3890707774327
kara33@gmail.com,"5527 Hogan Road
South Jeffreychester, MA 28632",LavenderBlush,34.92523239336988,10.743545237516555,36.864017365682535,4.058826222733816,531.4396148528915
johnathan33@yahoo.com,"836 Amy Villages
Hannahside, RI 09207-2616",LightSteelBlue,32.268875458147335,11.666224510834013,36.94264018497439,3.2574947079601415,448.0549442926867
sharper@yahoo.com,"239 Bush Fall Apt. 906
Riveraville, KY 88906-3319",SandyBrown,34.281083368073226,13.465726227982442,37.27250528841608,3.584473095903775,582.1216035155564
samantha84@cortez.com,"960 Miller Union
East Virginiastad, MS 74191-2346",Navy,33.58844350248589,10.566889682372306,37.09692253543596,2.219618633954847,374.87196453593646
dbrown@gmail.com,"76666 Kathy Locks
Port Susan, ME 64335",Indigo,33.57210448288165,11.103863763650548,36.74177305848171,4.070826599421897,523.0077033483498
michellejohnson@sanders-rodriguez.com,"70562 Gonzalez Stravenue
Elizabethland, WI 40700-9149",Teal,31.48386771586795,11.33509118941356,37.02140553971471,3.8056996114932202,452.7198792379895
denise22@hernandez-townsend.com,"USNS Cardenas
FPO AA 85439-9449",Silver,32.877116612033184,11.71967603786942,36.861874378887,3.885065787467335,519.5485452297518
jefferycampbell@gmail.com,"381 Ashley Locks Suite 366
North Migueltown, TX 09795-0494",GreenYellow,32.94914069936426,12.509894994140737,37.59016482574731,3.989324080913489,565.5642459675664
qeaton@savage.com,"27032 Michelle Forest
Morrowtown, ND 14749",SaddleBrown,33.24163573167829,12.673780644214789,37.406847819506,3.807560081481819,531.5578745966016
veronicapruitt@hotmail.com,"Unit 7502 Box 8345
DPO AE 53747",Cyan,33.267896585131126,11.624731603666756,36.53397675086602,3.303840743490926,481.00690632793174
gstrong@hotmail.com,"7875 Landry Road Apt. 947
Brownshire, NC 10074-7735",Pink,33.992797977036375,13.606295866796694,36.844000094329424,3.58679660729327,617.4594187803241
lewiskendra@yahoo.com,"988 Matthew Plaza
Lake Jacobshire, AL 37889",Yellow,33.41450346209792,11.0414301474871,36.84372971662581,4.723397052102307,569.2791148829681
johnathan33@yahoo.com,"836 Amy Villages
Hannahside, RI 09207-2616",LightSteelBlue,32.265551182012096,11.709827172961692,37.00144301300468,3.277509332475943,448.5271238745414
connerjoseph@gmail.com,"981 David Square
New Jacquelinetown, AK 66018-4092",Turquoise,34.528098995468724,11.280097775780272,35.49294782810706,4.545421207234331,577.506229227694
alicia85@lee.com,"14220 Carla Flat Suite 521
Lake Matthew, DE 06183",DimGray,32.82990640972136,12.46179835943789,37.47753902215289,6.530401501877549,681.4818615885824
alicia28@fuller.com,"8055 Robinson Brooks Apt. 657
Walterview, KY 83019",CadetBlue,32.019997863916124,11.46718846539395,39.20684229720859,3.4304071648899614,445.8867102169297
william25@mcconnell.com,"9495 Mary Fall Apt. 777
Glassport, ND 17957-5596",Teal,33.025504207427936,11.71145797711115,37.69860273366933,2.7376271957737566,424.62650734977944
wevans@gmail.com,"222 Jason Park
Dominguezshire, NC 98241",Tan,31.619827355561622,13.38761309002986,36.3258142422874,4.346468175086603,543.4143768945933
anneingram@miller-alexander.com,"4301 Park Lake Apt. 158
Spencertown, SD 45934",HoneyDew,32.11552811527987,11.564540497167313,39.238458550022514,3.3007641403490187,443.9471642021462
youngellen@hotmail.com,"994 Joel Highway Suite 216
New Jessicafort, UT 14179",DodgerBlue,31.546111291386786,12.943290847260288,36.668706976198216,4.558886443123555,547.9139813641074
christopher66@hotmail.com,"388 Kelly Pike
West Jeffery, DE 44039-7785",BurlyWood,31.681362729649816,13.158756069130629,37.033450492420734,1.4890057243468733,374.2148790433219
wheelernancy@hernandez.com,"66340 Michael Lane Suite 878
West Brian, LA 69137-1147",Gold,32.45246672230219,13.016033758086785,38.114338637953495,1.255140220828317,365.9428823936535
katrina56@gmail.com,"172 Owen Divide Suite 497
West Richard, CA 19320",PaleVioletRed,34.72699488451091,11.702639536573072,37.172741605663546,3.5811536714085888,526.0814740303638
haydenrebecca@gmail.com,"10022 Wilson Orchard Suite 107
Harrisstad, MH 99272",MintCream,33.86915006907886,13.527809493922467,38.30724703256462,3.222980608342675,573.0607470767854
jordandavid@gmail.com,"61502 Parker Vista Apt. 363
Jonesshire, GU 33532",Violet,33.710575580585235,10.95562484450519,36.2651173206542,0.9534455626349523,307.42829672829214
samuel94@hotmail.com,"5480 Vazquez Crossing Suite 825
East Christopherland, PA 42104",DarkViolet,33.392854915013906,12.578067420890184,38.287081969308126,3.7569162304697215,533.7022881674242
bradleysmith@barber.com,"581 Gilmore Port
Heatherville, MS 20879",PaleVioletRed,33.60297236708195,11.232330462525963,35.754640213711866,5.405427249947337,584.4474463305543
tinasmith@martinez.info,"40000 Ann Port Suite 474
Youngberg, MS 03651",LemonChiffon,33.082833177359305,11.979759481084175,35.29190491870502,3.910884900049089,531.577578125132
twilliams@gibbs.net,"Unit 6678 Box 6628
DPO AP 44369",CadetBlue,33.187563153985984,11.743164600723407,37.729754401244584,4.532064552256276,550.0066488213757
jeffery48@mcguire.com,"52326 Townsend Centers
Lake Williamburgh, NJ 70568-7463",LightCyan,32.24842370810549,12.032270183264803,38.21600540202563,3.536527053522984,476.57465016439426
oolson@collins.com,"07867 Horn Lake
West Teresatown, VT 64387-1228",Aqua,32.61466378009811,12.32873092166379,37.088153001007605,3.637115309265312,489.0486386666771
wbrady@yahoo.com,"044 Riggs Expressway
Lake Stevenchester, AL 22283",SandyBrown,33.83440941077825,10.050469687852512,35.871464934247506,3.828773387050247,449.27727948915935
lschroeder@gmail.com,"93101 Shannon Common
South Destiny, ND 30379-2855",Ivory,33.720917138399294,11.168616071742639,37.261357595409876,4.745590784436074,549.2405287297258
lisacabrera@yahoo.com,"9801 Thomas Pike Suite 058
Brandishire, AK 88122-1314",DarkSlateBlue,32.940348998702234,10.608281118187374,37.540849694264224,4.652211102533082,507.01496040286736
ebutler@rogers-gonzalez.com,"001 Estrada Union
Lewismouth, TN 47360",Chartreuse,32.934513002234155,13.03045500050967,37.01676064123669,4.626918953589202,585.8332505471234
zachary94@gmail.com,"99902 Scott Road
Joyton, MT 46760-7400",Purple,31.255050191250113,11.701377584564998,38.69899103974124,3.5959359149879218,460.81937599088866
rwilliams@trujillo.biz,"54560 Thompson Creek Apt. 029
New Brianville, FL 84430-8588",BlanchedAlmond,31.465336557458997,13.242454902403825,37.25426153247268,4.132453557469252,528.0117075173117
michael86@yahoo.com,"87270 Garrett Cliffs Suite 361
Brooksberg, MO 26555-2502",LightYellow,33.28642004562141,13.541940915921751,38.967378593807375,3.1028356128902326,551.0431688125788
hannahwilson@davidson.com,"49791 Rachel Heights Apt. 898
East Drewborough, OR 55919-9528",DarkMagenta,33.75550856332739,12.408963242780105,35.80593440381894,2.750139013560013,496.72125686056523
ashleychristopher@gmail.com,"9271 Christopher Prairie
Douglasshire, NM 18581",MediumOrchid,34.546478620873046,11.318979461575276,36.487917312183775,2.451092676802503,436.85843421913177
isaiahcampbell@yahoo.com,"55414 Ramirez Union Apt. 614
West Crystal, CA 03845-2631",Red,32.501394653929886,10.958089229133389,36.59432635782316,3.246500434591926,432.08809034318756
tracy79@wheeler.net,"513 Moore Crescent Apt. 416
Amandaberg, GU 03655-2219",Magenta,32.202837609548354,11.252466152699391,37.208343927322,1.7893270595652242,324.7591911148164
contrerastiffany@gmail.com,"439 Todd Summit Apt. 478
Mooreland, AR 31655",CadetBlue,34.06750948871668,12.856394767806906,36.029537549416595,3.4594831838150117,544.0933519590687
tylerhernandez@barton.info,"7613 Miguel Knoll Suite 762
West Katherine, WV 19406",SlateGray,31.068835251726693,11.195127213620543,38.691143960479316,3.0803597346272524,390.48512553879857
hoganrichard@george.com,"4929 Michelle Grove
Lake Alexis, MT 92147-1660",BlanchedAlmond,33.787908537075126,11.138797049303752,38.35393374152689,4.58429524815856,557.8792278520884
lisacabrera@yahoo.com,"9801 Thomas Pike Suite 058
Brandishire, AK 88122-1314",DarkSlateBlue,32.983151556394105,10.672976108727521,37.51453002847071,4.664775702938316,501.4257820861388
jason50@bates.net,"74839 Michael Plains Suite 356
South Austinshire, ND 40309-1424",Bisque,32.00007010620866,12.121801527374016,36.3956834453669,3.1568098693097366,441.26780496452994
brian51@cook.info,"0508 Terrance Cliff
Rebekahtown, NC 48724-8308",SaddleBrown,31.55339503724985,10.818824315148676,38.79427494568006,1.437792424545244,270.91759065971945
matthewgraves@mills-shaffer.com,"66636 Jason Parkway
Kellyside, NV 67033",DarkSeaGreen,33.98077965308536,12.891262289037872,39.075858670242376,1.4613494512203105,423.9553394525841
whitetyler@anderson-avery.com,"4547 Stafford Throughway Apt. 178
North Patrick, MD 60768-4837",MidnightBlue,34.049838684422554,11.564973271616081,36.55766084899023,4.719513864371007,570.5418414820659
brian51@cook.info,"0508 Terrance Cliff
Rebekahtown, NC 48724-8308",SaddleBrown,31.556165470894836,10.696736281398708,38.6398821867122,1.394022435342674,280.79357684872565
william25@mcconnell.com,"9495 Mary Fall Apt. 777
Glassport, ND 17957-5596",Teal,32.99370913698189,11.803643389499351,37.71248494613451,2.771312793981107,424.8610310713266
aaron04@yahoo.com,"16338 Scott Corner Suite 727
West Alexandra, AR 54429",SeaGreen,33.811029652622885,10.164277129832112,37.74501945578345,4.749301138287799,520.5022853750316
brandonsmith@yahoo.com,"62106 Nathan Mountain Suite 505
North Matthewborough, AZ 32092-6122",Gold,33.57321111192086,11.426995218748363,36.26551854312343,3.5179214180174787,477.3461383551723
amberchase@fowler.info,"1867 Gregory Isle Suite 022
Port Tammy, LA 52305-9696",GreenYellow,33.95748923522503,11.598860913136074,35.27716168202079,3.3565129793370008,478.70766994397866
cohensean@yahoo.com,"3751 Green Loaf
New Julia, VT 20897",DarkCyan,33.41820754026195,12.040368635491175,36.16009309951967,2.2265622228673854,426.37335655119546
ngarcia@donaldson.info,"662 Wells Stravenue Apt. 578
South Kristaview, DC 49423-2452",ForestGreen,33.83194070070713,11.556735604792191,37.73926533431464,4.738346508168539,569.9149714685898
taylor91@hotmail.com,"3132 Willie Harbor
Kaylafurt, FL 01107",CadetBlue,33.480201236994944,13.100481163392914,35.836391882744685,2.8679144928135116,498.84781464722784
rlindsey@norris.com,"581 Smith Prairie Suite 995
Andersontown, AS 58802",Green,32.74594830149206,11.479233842452544,37.560622874951875,2.905870467249602,432.61833574471086
jeffery48@mcguire.com,"52326 Townsend Centers
Lake Williamburgh, NJ 70568-7463",LightCyan,32.33454569609687,12.061902244318592,38.241232337437374,3.5714837472030703,479.69325580022183
asilva@yahoo.com,"USNV Johnson
FPO AP 19026",Wheat,34.634189828884935,12.226494328299076,33.858621804512815,6.9596751316038175,748.7238040793686
hunterlucas@gmail.com,"89301 Kylie Crossroad
Petersonberg, MH 23834",Turquoise,33.57506909198183,12.671993366048808,37.002258807968786,2.406739767169424,481.94337595685295
apark@walsh-obrien.net,"28942 Bradford Crescent
New Morganfurt, MD 77162-0478",DarkGreen,32.296710297714085,13.104860831438296,35.594190208206676,3.657244963655313,528.2740603669147
marcusleach@floyd.org,"Unit 3998 Box 4348
DPO AA 37629",SteelBlue,32.61553216598884,11.60948018056899,36.35594093932613,3.2474448955148825,437.04133079175034
wrightdanielle@gmail.com,"508 May Highway
Port Jacobview, MN 31932",DarkSalmon,32.45265770614907,10.929558341954335,37.311757074485826,3.4725389002309046,441.0890562612737
anthony09@hotmail.com,"5118 Madden Views Apt. 738
North Barryport, AS 28731-2270",LightSeaGreen,32.40402697283442,12.557295509153102,37.90197717628884,2.5021825809209757,441.4740989513336
dwhite@gmail.com,"02136 White Grove Suite 418
Marytown, DE 70033",OrangeRed,33.24582884133207,11.59980370126129,37.22127324136662,4.604869090169941,548.7122487003701
agolden@yahoo.com,"PSC 2490, Box 2120
APO AE 15445-2876",Black,33.55285731519266,12.845455367526187,37.42647447243528,1.5787087744126058,422.4338838378222
jamesfaulkner@hoffman-wolfe.org,"Unit 0474 Box 0661
DPO AP 48938-3469",Blue,34.38964931300268,12.829379803280487,38.48518801884239,1.816736705131771,463.518781468913
bakerdrew@gmail.com,"39637 Griffin Plain Suite 691
New Deborahview, MP 73870-3773",Chartreuse,33.46561854421657,13.462659204005236,38.51265482454804,3.352349333110336,554.1472736078346
dongarcia@hotmail.com,"546 Benjamin Lights Suite 421
Romerofurt, NC 43746-4501",MediumBlue,33.02993911357114,11.913006507522512,36.52841510804988,3.232914161938648,476.1719554302282
zmalone@yahoo.com,"PSC 6717, Box 7673
APO AE 66950-0088",Moccasin,34.48856482847832,12.746582173894401,36.63246157742963,3.2150277036871335,546.425393738211
gregoryrussell@yahoo.com,"55436 Devon Plain
West Kendraberg, HI 18826-3623",Teal,32.270457667903315,10.620804659630291,37.96805900085046,3.4084470196735355,415.58707993923133
tina16@santiago.com,"314 Kidd Run
Johnfort, KS 46546-2732",White,33.09719736259088,12.634884492718452,37.30641356712301,2.8776915853894587,469.55001763231724
josephgould@west.info,"861 Annette Stream Suite 771
North Miguel, CA 33824-1610",DarkBlue,34.140499953763374,10.269268836060007,37.401643039539486,1.9840737304325256,380.7973871351847
millerrachel@gallagher-nichols.com,"Unit 4742 Box 9517
DPO AE 67219-3123",Turquoise,34.1120615669267,10.861561863904823,34.71934744683518,5.0342382212198205,574.9913382291978
beasleyjoseph@hotmail.com,"1094 Bentley Forges
Lake Antonio, MA 29181-3664",SaddleBrown,33.31389619700491,10.998111014337246,36.07365142289654,2.708848144560433,403.265259543585
tsmith@yahoo.com,"92028 Thomas Mountains Suite 044
New Matthew, MI 02429-0994",Bisque,33.902043974878566,12.254234424000652,38.3281319663361,1.0551904373776995,373.5223454036193
turnerryan@hotmail.com,"770 Lewis Pike Apt. 869
Phelpsport, PA 93969-4887",LightSkyBlue,34.01638245367189,12.530421182736792,35.05799974518041,4.021764515576064,581.7490425811235
christopher20@gmail.com,"USNV Fuller
FPO AE 32122-5711",Snow,32.04654870322122,13.414470865163338,36.104987348336806,2.2849413795065647,450.95452189227984
rachelrodriguez@lara-waters.com,"35466 Tommy Stream
Port Daniellemouth, KS 68863-6330",LightSlateGray,33.98338636802842,11.473021942275723,36.79237059925263,2.3575180373618077,441.2758673548405
dwhite@gmail.com,"02136 White Grove Suite 418
Marytown, DE 70033",OrangeRed,33.249499670551614,11.480578169143643,37.21208098325723,4.73204371718303,543.3802586531888
jenniferking@hess.net,"06939 Jones Neck
Mariaview, VT 87641",BlueViolet,31.390850698506867,10.89941175711162,38.0711569755016,3.482557001312494,408.940553006748
james30@carter.biz,"3604 Richard Junctions Suite 448
Brownburgh, CO 64856-8238",LimeGreen,32.355637194163144,10.892114478741403,36.56018400528717,3.9234244148657615,469.51916728433616
linda90@yoder.org,"979 Alison Motorway Apt. 676
North Frank, HI 55870-2651",WhiteSmoke,33.401564674183774,12.405877701285553,36.57158784964967,3.3078901713624638,509.7328136582055
tylerhernandez@barton.info,"7613 Miguel Knoll Suite 762
West Katherine, WV 19406",SlateGray,30.954845268792266,11.159614752160843,38.68485103896322,3.1278027228281164,398.19965233853407
lauriewilson@jackson.com,"389 Joshua Stravenue Apt. 983
Martinezland, MN 29049",Cornsilk,32.059355913809284,10.369727327374022,39.09639578320991,3.4716117836096183,401.42916911907207
bradleysmith@barber.com,"581 Gilmore Port
Heatherville, MS 20879",PaleVioletRed,33.62682611474685,11.142082303212163,35.605103975825784,5.5749988382752855,587.3589833803184
allison80@carson-hansen.com,"04311 Oconnor Park Apt. 415
Kelleystad, ND 63064-8935",ForestGreen,33.60885819875198,12.047581008325242,38.977442326977055,2.8283882931949935,491.8050094110792
jessica04@christian-riley.com,"338 Graham Loaf Suite 236
East Toddton, FM 43566-4238",LemonChiffon,34.78797975077752,13.006627255822103,36.72959202063555,1.9947130593979705,508.9762317078072
chelsea05@hansen.com,"7182 Stephen Fork Suite 150
Port Laurachester, CO 99974-1961",LightGray,32.46525172781686,12.741578436738132,36.668573853578394,4.084931668533983,540.9367434263715
melissa08@nelson.com,"15863 Harrington Glens Suite 012
Marystad, LA 50652-8210",Tomato,31.84712805814923,12.450864405378516,38.094516482297024,3.875651134588853,496.6849464653801
lsmith@chung.com,"412 Jackson River
Kleinburgh, KS 52039-7404",BlueViolet,32.72104917661084,12.94047896029114,36.45764945418665,4.158477202111586,563.5462942886609
jessica97@hotmail.com,"32202 Curtis Branch Apt. 411
Port Brettmouth, KY 01192-0594",Cyan,31.547139794502606,12.665023316093853,37.195387550827114,4.380164610456958,531.9936218344044
archeremily@baldwin.com,"USCGC Hernandez
FPO AE 53064",YellowGreen,31.257620534464035,13.234582621504439,36.95827557356095,2.313458788331487,418.19793481927616
katherine20@yahoo.com,"68388 Reyes Lights Suite 692
Josephbury, WV 92213-0247",DarkSlateBlue,31.966346689730578,11.43593202679574,36.72629869160313,4.755229387212276,523.3221864756523
salazarkaren@hotmail.com,"51173 Burton Wall Apt. 417
Prestonville, NY 37002",SteelBlue,31.816075176603096,10.28187979049169,37.049857173852565,3.546665984813457,392.0979139661545
dbrown@gmail.com,"76666 Kathy Locks
Port Susan, ME 64335",Indigo,33.57469125647303,11.041692812275532,36.71142978963821,4.131939560000863,522.9759423722512
beckycarson@jones-brown.biz,"78787 Mitchell Lights
Matthewville, AZ 30310-0130",Gold,33.59002187630801,12.826732847748376,36.21138443464623,5.056216552985838,631.0700503195908
brandonsmith@yahoo.com,"62106 Nathan Mountain Suite 505
North Matthewborough, AZ 32092-6122",Gold,33.586604658620615,11.529455429162134,36.18922985021276,3.533973363441002,471.358194615635
aaron04@yahoo.com,"16338 Scott Corner Suite 727
West Alexandra, AR 54429",SeaGreen,33.6063712513694,10.215314507330397,37.66872486170186,4.841804437971625,519.254536501009
enash@gmail.com,"997 Campbell Flat Suite 970
East Amanda, PW 22048",HotPink,31.73932934763198,11.844363641721976,36.74181553044923,1.81725013087884,347.2325572427654
aaron22@gmail.com,"38678 Sean Drive Suite 293
Karentown, IA 78306-2717",DarkGray,33.555720210220635,12.012388967298104,36.48316560420571,4.716413027890382,579.4599552540616
